App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size1,,
Selfie DV,TOOLS,2.8,29,14M,1000,Free,0,Everyone,Tools,24-04-2017,2.3.26,4.0.3 and up,14M,,
DV-4036 by Somikon,PHOTOGRAPHY,0,17,44M,1000,Free,0,Everyone,Photography,19-01-2017,0.0.5,4.3 and up,44M,,
DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1M,10000,Free,0,Everyone,Books & Reference,18-10-2017,2.0.0,4.1 and up,5.1M,,
Touch DV,PHOTOGRAPHY,0,1,11M,50,Free,0,Everyone,Photography,07-07-2017,10.4,4.2 and up,11M,,
Porch DV,HOUSE_AND_HOME,2.8,5,13M,1000,Free,0,Everyone,House & Home,02-06-2018,1,4.1 and up,13M,,
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6M,50000,Free,0,Everyone,Books & Reference,24-10-2016,6.0.0,4.0.3 and up,2.6M,,
SDV Cam,TOOLS,3.2,67,65M,10000,Free,0,Everyone,Tools,02-06-2017,1.0.8,4.0.3 and up,65M,,
XDV,PHOTOGRAPHY,3.1,6827,8.7M,1000000,Free,0,Everyone,Photography,20-04-2018,1.9.5,2.3 and up,8.7M,,
WiFi Action Camera,SPORTS,2.4,551,903k,100000,Free,0,Everyone,Sports,13-03-2014,1.4,4.0 and up,903k,,
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25M,100,Free,0,Everyone,Maps & Navigation,09-08-2017,1,4.0.3 and up,25M,,
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0M,5000,Free,0,Everyone,Video Players & Editors,16-12-2016,1.1,3.0 and up,4.0M,,
DV Lottery Photo Tool,PHOTOGRAPHY,4,223,1.7M,50000,Free,0,Everyone,Photography,28-10-2017,1.06,4.2 and up,1.7M,,
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4M,10000,Paid,5,Everyone,Tools,07-10-2016,1.6.7,2.3 and up,2.4M,,
DV KING 4K,PHOTOGRAPHY,2.3,3,8.5M,100,Free,0,Everyone,Photography,17-07-2018,1.0.10,4.0 and up,8.5M,,
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26M,50000,Free,0,Everyone,Photography,24-07-2018,1.3.5,4.0 and up,26M,,
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0M,10000,Free,0,Everyone,Travel & Local,14-01-2018,1.02,4.0 and up,2.0M,,
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5M,1000,Free,0,Everyone,Entertainment,20-01-2018,5,4.0 and up,2.5M,,
DV ASSIST,FAMILY,5,1,18M,100,Free,0,Everyone,Education,02-08-2018,1,4.4 and up,18M,,
4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9M,100000,Free,0,Everyone,Photography,30-07-2018,39.272.12,2.2 and up,2.9M,,
DV Lottery Simulator,FAMILY,4.6,13,1.3M,1000,Free,0,Everyone,Entertainment,20-10-2016,1.1,4.1 and up,1.3M,,
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7M,1000,Free,0,Everyone,Education,12-03-2017,1,4.1 and up,1.7M,,
DV Statistics,SOCIAL,4.2,6,2.7M,100,Free,0,Everyone,Social,08-10-2015,1.2,4.0.3 and up,2.7M,,
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608k,1000,Free,0,Everyone,Books & Reference,23-07-2017,1.09,4.2 and up,608k,,
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22M,10000,Free,0,Everyone,Video Players & Editors,21-07-2016,R1.3.21.3,4.1 and up,22M,,
DV-2019 UK/British,FAMILY,4.6,166,4.2M,5000,Free,0,Everyone,Entertainment,11-03-2018,3,4.0 and up,4.2M,,
GoPlus Cam,VIDEO_PLAYERS,3.5,3484,41M,500000,Free,0,Everyone,Video Players & Editors,18-12-2017,3.0.1,4.0.3 and up,41M,,
GoAction,VIDEO_PLAYERS,3.6,1522,65M,100000,Free,0,Everyone,Video Players & Editors,17-07-2018,V1.5.3,4.4 and up,65M,,
DV Portfolio,TOOLS,0,0,16M,50,Free,0,Everyone,Tools,23-10-2017,1,4.1 and up,16M,,
DV Youth,LIFESTYLE,5,5,15M,100,Free,0,Everyone,Lifestyle,25-04-2016,1.2,4.0.3 and up,15M,,
DV KING,PHOTOGRAPHY,3,2,9.3M,100,Free,0,Everyone,Photography,19-09-2017,1.0.0,2.2 and up,9.3M,,
DV - Digito Verificador,TOOLS,0,2,4.2M,500,Free,0,Everyone,Tools,02-03-2017,1,4.0 and up,4.2M,,
DV Web Design Tips,PRODUCTIVITY,0,1,5.1M,10,Free,0,Teen,Productivity,26-10-2017,1.0.0,4.1 and up,5.1M,,
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9M,10000,Free,0,Everyone,Photography,16-11-2016,1.0.2,2.2 and up,8.9M,,
4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,3.7,20,24M,5000,Free,0,Everyone,Video Players & Editors,01-05-2017,7,2.3.3 and up,24M,,
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4.0M,1000,Free,0,Everyone,Travel & Local,12-04-2018,1,4.0 and up,4.0M,,
Hotel Insanity,GAME,4.2,3816,31M,100000,Free,0,Teen,Arcade,07-07-2016,1,3.0 and up,31M,,
SportCAM,TOOLS,3.2,427,9.5M,100000,Free,0,Everyone,Tools,04-05-2018,1.7.6,2.2 and up,9.5M,,
SportLook,PHOTOGRAPHY,2.5,1283,8.2M,100000,Free,0,Everyone,Photography,21-06-2018,1.2.7,4.1 and up,8.2M,,
DW - Breaking World News,NEWS_AND_MAGAZINES,4.4,17671,17M,1000000,Free,0,Everyone 10+,News & Magazines,06-08-2018,2.3.10,4.2 and up,17M,,
"DW Learn German - A1, A2, B1 and placement test",FAMILY,4.3,902,1.8M,100000,Free,0,Everyone,Education,28-09-2017,1,4.4 and up,1.8M,,
DW Spectrum™ IPVMS Mobile,BUSINESS,4,44,30M,10000,Free,0,Everyone,Business,19-06-2018,18.1.18164,4.1 and up,30M,,
DW Amharic by AudioNow Digital,NEWS_AND_MAGAZINES,4.5,322,31M,10000,Free,0,Everyone,News & Magazines,26-06-2018,4.0.9,4.1 and up,31M,,
DW VMAX,TOOLS,3.4,843,8.5M,100000,Free,0,Everyone,Tools,04-05-2017,3.7.1,2.2 and up,8.5M,,
News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3M,1000,Free,0,Everyone,News & Magazines,26-04-2018,1,4.1 and up,6.3M,,
DW Contacts & Phone & Dialer,COMMUNICATION,4.3,21186,10M,1000000,Free,0,Everyone,Communication,04-08-2018,Varies with device,Varies with device,10M,,
DW,NEWS_AND_MAGAZINES,0,0,4.8M,10000,Free,0,Everyone 10+,News & Magazines,13-07-2018,1.0.5,5.0 and up,4.8M,,
DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6.0M,50000,Free,0,Everyone,News & Magazines,27-10-2017,3.2,4.1 and up,6.0M,,
DW Espanol,NEWS_AND_MAGAZINES,0,0,5.8M,100,Free,0,Everyone,News & Magazines,05-06-2018,1,4.2 and up,5.8M,,
News :DW Bangali,NEWS_AND_MAGAZINES,0,1,6.3M,10,Free,0,Everyone,News & Magazines,02-07-2018,1,4.1 and up,6.3M,,
Learn German: Die Bienenretter,FAMILY,4,25,79M,5000,Free,0,Everyone,Educational;Education,26-07-2017,1.0.5,2.3 and up,79M,,
News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9,6.3M,1000,Free,0,Everyone,News & Magazines,26-04-2018,1,4.1 and up,6.3M,,
DW Spectrum™ IP VMS,BUSINESS,3.4,102,2.4M,10000,Free,0,Everyone,Business,14-04-2016,2.5.0-prod,2.2 and up,2.4M,,
DW Audio,FAMILY,4.9,38,5.0M,1000,Free,0,Everyone,Education,16-06-2017,0.9.0,4.1 and up,5.0M,,
DW Contacts widget,TOOLS,4.3,56,2.0M,1000,Paid,1,Everyone,Tools,05-06-2014,1.1.0.0,2.1 and up,2.0M,,
DW ????? By dw-arab.com,NEWS_AND_MAGAZINES,4.7,11,4.4M,1000,Free,0,Everyone,News & Magazines,26-03-2017,1.0.0,4.1 and up,4.4M,,
German Listening,FAMILY,4.8,18298,8.0M,500000,Free,0,Everyone,Education,23-07-2018,2.94,2.3.3 and up,8.0M,,
DW Event,EVENTS,4.3,9,39M,1000,Free,0,Everyone,Events,29-05-2018,2.32.2,4.1 and up,39M,,
DW Witness,BUSINESS,4,6,3.5M,500,Free,0,Everyone,Business,14-05-2018,1.1.2,5.0 and up,3.5M,,
Fahrschule DW,FAMILY,0,5,3.9M,1000,Free,0,Everyone,Education,19-04-2016,1.2,2.2 and up,3.9M,,
Downvids Helper - One touch DW,VIDEO_PLAYERS,3.5,197,9.8M,10000,Free,0,Everyone,Video Players & Editors,05-02-2017,1,4.0.3 and up,9.8M,,
DW Tech Tools,BUSINESS,0,1,5.9M,100,Free,0,Everyone,Business,24-07-2018,26.1,4.1 and up,5.9M,,
DW Security,BUSINESS,5,6,15M,100,Free,0,Everyone,Business,25-07-2018,69.1,4.1 and up,15M,,
News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3M,1000,Free,0,Everyone,News & Magazines,28-04-2018,1,4.1 and up,6.3M,,
ZAK DW,BUSINESS,0,0,3.0M,10,Free,0,Teen,Business,13-11-2015,1,4.1 and up,3.0M,,
DW Contacts Wear,TOOLS,4.2,37,2.2M,5000,Free,0,Everyone,Tools,09-03-2015,0.0.0.2,4.0 and up,2.2M,,
Hausa Radio,NEWS_AND_MAGAZINES,4.4,3375,4.2M,100000,Free,0,Everyone,News & Magazines,31-07-2018,4.1,4.1 and up,4.2M,,
Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16M,10000,Free,0,Everyone,Tools,24-02-2018,1.3,5.0 and up,16M,,
DW Timer,TOOLS,5,9,1.5M,100,Free,0,Everyone,Tools,05-04-2017,1,1.6 and up,1.5M,,
RETRO Shocked DW-6000,PERSONALIZATION,5,13,500k,100,Paid,1.5,Everyone,Personalization,04-04-2017,1.2,2.3 and up,500k,,
VMAX IP Plus Mobile Client,BUSINESS,2,9,3.4M,1000,Free,0,Everyone,Business,09-06-2017,1.1.12,2.3 and up,3.4M,,
Rose Gold DW Watch Theme,PERSONALIZATION,0,1,3.3M,100,Free,0,Everyone,Personalization,25-07-2018,1.1.1,4.0 and up,3.3M,,
DW Maps,TRAVEL_AND_LOCAL,3.7,35,13M,10000,Free,0,Everyone,Travel & Local,06-06-2017,1.9,2.3.3 and up,13M,,
DW Uninstall Applications,TOOLS,0,0,2.5M,10,Free,0,Everyone,Tools,05-02-2017,1,2.3 and up,2.5M,,
Bodyworks DW,HEALTH_AND_FITNESS,0,0,10M,10,Free,0,Everyone,Health & Fitness,09-07-2018,4.2.2,4.1 and up,10M,,
DW Cleaner,TOOLS,0,7,3.0M,500,Free,0,Everyone,Tools,05-08-2018,1.7,4.0 and up,3.0M,,
DW Missed call cleaner patch,TOOLS,3.9,65,54k,5000,Free,0,Everyone,Tools,27-11-2014,1.4,2.0 and up,54k,,
Swahili Radio,NEWS_AND_MAGAZINES,4.5,171,4.8M,10000,Free,0,Everyone,News & Magazines,30-05-2018,3,4.0 and up,4.8M,,
Black Classic DW Watch Theme,PERSONALIZATION,0,1,2.9M,100,Free,0,Everyone,Personalization,25-07-2018,1.1.1,4.0 and up,2.9M,,
White Classic Petite Watch Theme for DW,LIFESTYLE,0,2,3.0M,500,Free,0,Everyone,Lifestyle,24-07-2018,1.1.1,4.0 and up,3.0M,,
D.W Bien Être,HEALTH_AND_FITNESS,0,0,40M,10,Free,0,Everyone,Health & Fitness,06-04-2016,1,2.3 and up,40M,,
DX,SHOPPING,3.1,6697,11M,500000,Free,0,Everyone,Shopping,01-02-2018,4.2.1,4.0 and up,11M,,
Direct Express®,FINANCE,4.5,6156,6.6M,500000,Free,0,Everyone,Finance,09-05-2017,1.0.10,4.0 and up,6.6M,,
Retro City Rampage DX,GAME,4.7,416,16M,10000,Paid,3,Teen,Action,12-01-2017,1.0.5,4.0 and up,16M,,
PORTABLE SOCCER DX,SPORTS,4.4,552,1.6M,5000,Paid,1,Everyone,Sports,19-06-2018,3.4,2.2 and up,1.6M,,
Across Age DX,FAMILY,3.8,5964,48M,500000,Free,0,Teen,Role Playing,09-01-2015,1.1.0,2.2 and up,48M,,
ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,4.6M,100000,Paid,1,Everyone,Puzzle,26-11-2015,1.2.7,2.1 and up,4.6M,,
Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8M,5000,Free,0,Everyone,Communication,15-07-2016,1.4.4,4.1 and up,2.8M,,
DX Alerts,LIFESTYLE,4.5,22,23M,1000,Free,0,Everyone,Lifestyle,19-07-2016,2,4.0.3 and up,23M,,
Piczle Lines DX,FAMILY,4.6,281,26M,5000,Free,0,Everyone,Puzzle,15-04-2018,1.4.6,4.0 and up,26M,,
PORTABLE SOCCER DX Lite,SPORTS,4.2,15068,2.5M,1000000,Free,0,Everyone,Sports,19-06-2018,3.4,2.3 and up,2.5M,,
DX Spots Free,TOOLS,4.5,46,24M,1000,Free,0,Everyone,Tools,18-05-2018,2.0.402,4.1 and up,24M,,
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56M,10000,Free,0,Teen,Casual,16-02-2018,1.5,4.0 and up,56M,,
Bubble Shooter DX,FAMILY,4.2,636,4.0M,100000,Free,0,Everyone,Casual,21-06-2018,1.21,4.0.3 and up,4.0M,,
DX Alert,TOOLS,4.1,27,2.5M,1000,Free,0,Everyone,Tools,28-04-2016,1.13,3.2 and up,2.5M,,
Age of Procreation DX,FAMILY,4.3,1894,40M,100000,Free,0,Mature 17+,Simulation,22-04-2016,1.44,2.3 and up,40M,,
Chronolink DX,FAMILY,5,7,73M,10,Paid,1,Everyone,Puzzle,06-07-2017,1.2,4.1 and up,73M,,
DX Simulation for OOO Dx Belt,FAMILY,4.6,67,31M,10000,Free,0,Everyone,Simulation,04-08-2018,1.7,4.1 and up,31M,,
Tricky Bike Stunt Rider DX,FAMILY,4.4,16,45M,500,Free,0,Everyone,Simulation;Education,29-07-2018,1.1.1,4.0 and up,45M,,
DX Gashacon Sword for Ex-Aid Henshin,FAMILY,0,17,42M,1000,Free,0,Everyone,Simulation,14-07-2018,1,4.1 and up,42M,,
DX Simulation Belt for Build henshin,FAMILY,4.5,182,39M,10000,Free,0,Everyone,Simulation,11-07-2018,2,4.1 and up,39M,,
Active Soccer 2 DX,SPORTS,3.6,28,48M,500,Paid,3,Everyone,Sports,28-03-2017,1.0.3,1.5 and up,48M,,
DX Simulation for Kabuto Henshin Belt 2018,FAMILY,4.6,14,7.2M,5000,Free,0,Everyone,Simulation,06-08-2018,1.5,4.0.3 and up,7.2M,,
DX Simulation for Decade Henshin Belt 2018,FAMILY,0,23,10M,5000,Free,0,Everyone,Simulation,06-08-2018,1.6,4.0 and up,10M,,
Elemental Galaxy Dx - Match3,FAMILY,4,127,14M,10000,Free,0,Everyone,Puzzle,11-03-2014,1.0.9,2.2 and up,14M,,
DX Simulation for Double Dx Henshin Belt 2018,FAMILY,4.6,33,11M,5000,Free,0,Everyone,Simulation,06-08-2018,1.5,4.0.3 and up,11M,,
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21M,5000,Free,0,Everyone,Communication,10-05-2016,3,4.1 and up,21M,,
DX Simulation Belt for Decade henshin,FAMILY,4.5,64,32M,5000,Free,0,Everyone,Simulation,27-07-2018,3,4.1 and up,32M,,
Chronolink DX Lite,FAMILY,0,2,47M,10,Free,0,Everyone,Puzzle,09-10-2017,1,4.1 and up,47M,,
Bubble Shooter DX AdFree,FAMILY,0,1,2.1M,50,Paid,3,Everyone,Casual,31-05-2016,1.02,2.3 and up,2.1M,,
Human Dx,MEDICAL,4.8,6,16M,500,Free,0,Everyone,Medical,04-08-2018,Human Dx,6.0 and up,16M,,
Santa's Monster Shootout DX,GAME,5,4,33M,50,Paid,2,Teen,Action,15-08-2013,1.05,2.2 and up,33M,,
DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4M,50,Paid,1,Everyone,Personalization,20-03-2015,2,3.0 and up,3.4M,,
iCluster - The DX-Cluster database,COMMUNICATION,0,0,17M,10,Paid,1,Everyone,Communication,26-07-2018,1.7,6.0 and up,17M,,
MBU DX Cluster,TOOLS,4,5,1.6M,500,Free,0,Everyone,Tools,16-06-2015,0.0.1,2.3.3 and up,1.6M,,
Dress Up RagazzA13 DX,FAMILY,3.5,13,42M,100,Paid,1,Everyone,Simulation,16-09-2016,1.0.5,4.0.3 and up,42M,,
Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11M,100,Free,0,Everyone,Health & Fitness,19-07-2017,1.7.10713 (281),4.4 and up,11M,,
DX Simulation for X-aid Dx Belt,FAMILY,4,35,48M,5000,Free,0,Everyone,Simulation,04-08-2018,1.6,4.1 and up,48M,,
Unstoppaball DX,FAMILY,4.2,5,40M,50,Paid,1.5,Everyone,Puzzle,20-05-2014,1.7,2.0.1 and up,40M,,
Sokoban Land DX,FAMILY,3.9,46,20M,10000,Paid,3,Everyone,Puzzle,29-01-2018,1.0.6,2.3 and up,20M,,
Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60M,10000,Free,0,Everyone,Medical,25-09-2017,5,4.4 and up,60M,,
Dx Ludo,FAMILY,3.6,215,2.6M,50000,Free,0,Everyone,Puzzle,18-04-2011,1,2.1 and up,2.6M,,
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22M,100,Free,0,Everyone,Lifestyle,20-09-2016,1.01,4.1 and up,22M,,
Dy So Exam,FAMILY,3,6,3.2M,1000,Free,0,Everyone,Education,03-07-2017,1,2.3 and up,3.2M,,
Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4,3,5.3M,100,Free,0,Everyone,Education,14-02-2017,1.0.1702140017,4.1 and up,5.3M,,
edp re:dy smarthome,TOOLS,3.4,30,22M,5000,Free,0,Everyone,Tools,07-06-2017,1.2.2,4.1 and up,22M,,
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10M,100,Free,0,Everyone,Education,28-07-2018,1.0.32.1,4.1 and up,10M,,
DY Fitness,HEALTH_AND_FITNESS,0,0,43M,10,Free,0,Everyone,Health & Fitness,06-08-2018,4.4.1,4.1 and up,43M,,
dy n fly,LIFESTYLE,0,1,4.8M,50,Free,0,Everyone,Lifestyle,05-03-2018,1.0.3,4.0 and up,4.8M,,
Cnady Selfie : You Can Dy Snap Camera,PERSONALIZATION,0,8,20M,1000,Free,0,Everyone,Personalization,06-01-2018,2.6,4.1 and up,20M,,
junainfo.dy.fi,TRAVEL_AND_LOCAL,0,8,1.9M,100,Free,0,Everyone,Travel & Local,21-10-2015,0.0.9,4.0 and up,1.9M,,
DY TECHNICAL GYAN,BUSINESS,4,2,3.3M,10,Free,0,Everyone,Business,17-01-2018,1.1.0,4.0 and up,3.3M,,
JONACK (D Story Teller),FAMILY,4.4,152,1.2M,10000,Free,0,Everyone,Entertainment,28-11-2015,1,2.2 and up,1.2M,,
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,50000,Free,0,Teen,Action,24-11-2017,1.4,2.3 and up,54M,,
Guardians of Ancora,FAMILY,4.4,969,26M,50000,Free,0,Everyone,Educational;Action & Adventure,20-07-2018,2.9.1,2.3.3 and up,26M,,
Displaying You VR,PHOTOGRAPHY,0,1,67M,50,Free,0,Everyone,Photography,19-10-2016,3.0.6.2,4.0 and up,67M,,
Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4M,10000,Free,0,Everyone,Personalization,30-07-2018,1.279.13.93,4.0.3 and up,6.4M,,
Truck Transport Raw Material,FAMILY,4.2,632,50M,100000,Free,0,Everyone,Simulation,20-07-2018,1.4,4.1 and up,50M,,
Hidden Camera Detector,TOOLS,3.9,167,2.5M,10000,Free,0,Everyone,Tools,08-11-2017,1,4.0.3 and up,2.5M,,
DYPhyzio-Physiology Forum,FAMILY,0,4,1.3M,100,Free,0,Everyone,Education,22-08-2017,1.1,4.1 and up,1.3M,,
Street Skater 3D,GAME,3.6,120852,21M,10000000,Free,0,Teen,Action,24-10-2017,1.1,4.0.3 and up,21M,,
DYPSOET,FAMILY,5,8,7.4M,50,Free,0,Everyone,Education,07-08-2018,1.0.2,4.1 and up,7.4M,,
Triceratops - Dino Robot,FAMILY,4.4,3032,30M,1000000,Free,0,Everyone,Casual,18-12-2017,1.2.3,4.0 and up,30M,,
Differential Equations Steps,FAMILY,3.6,1185,3.9M,100000,Free,0,Everyone,Education,11-04-2017,5.3.0,4.0.3 and up,3.9M,,
Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8M,100000,Free,0,Everyone,Productivity,15-12-2016,0.74 11.12.2016,4.0.3 and up,9.8M,,
dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5M,100000,Free,0,Everyone,News & Magazines,13-12-2014,2.3,2.3 and up,4.5M,,
Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8M,10000,Free,0,Everyone,Travel & Local,13-03-2018,2.6.3,4.2 and up,9.8M,,
CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2M,10000,Free,0,Everyone,Finance,27-04-2018,43217,4.0 and up,3.2M,,
DZ Puzzle,FAMILY,0,14,47M,10,Paid,1,Everyone,Puzzle,22-04-2017,1.2,2.3 and up,47M,,
DZ Mobile Market,SHOPPING,0,59,6.0M,10000,Free,0,Everyone,Shopping,01-02-2018,1.0.3-DzMobile,4.0.3 and up,6.0M,,
3G DZ Configuration,COMMUNICATION,4.3,488,2.5M,50000,Free,0,Everyone,Communication,19-11-2015,6.2.3,3.0 and up,2.5M,,
3G/4G Config Dz,TOOLS,4.2,2058,2.3M,100000,Free,0,Everyone,Tools,15-05-2017,3.0.2,4.0 and up,2.3M,,
IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,4.7,57,7.0M,1000,Free,0,Everyone,Travel & Local,10-03-2018,2018-03,4.0 and up,7.0M,,
Numbers Into Words,PRODUCTIVITY,4.4,457,562k,50000,Free,0,Everyone,Productivity,06-05-2014,1.2,2.1 and up,562k,,
Météo Algérie DZ,WEATHER,4.1,1238,4.7M,100000,Free,0,Everyone,Weather,17-12-2014,1.1.6,2.3 and up,4.7M,,
DZ Popup Video Player,VIDEO_PLAYERS,4.5,83,4.5M,5000,Free,0,Everyone,Video Players & Editors,16-05-2018,4.6,4.1 and up,4.5M,,
DZ PROMOS - Promotions & Sale Alerts in Algeria,SHOPPING,4.1,331,10M,50000,Free,0,Everyone,Shopping,10-08-2017,2.51,4.0.3 and up,10M,,
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4,146,3.0M,10000,Free,0,Everyone,News & Magazines,16-07-2016,2.4,2.3 and up,3.0M,,
DZ-JOKER,GAME,0,6,18M,100,Free,0,Everyone,Arcade,04-05-2017,1,2.3 and up,18M,,
Super ball DZ,GAME,0,24,32M,1000,Free,0,Teen,Action,21-09-2017,1.0.4,4.1 and up,32M,,
Ouedkniss,SHOPPING,4.3,10355,847k,1000000,Free,0,Teen,Shopping,19-06-2018,1.5.1,4.0 and up,847k,,
Files To SD Card Pro,TOOLS,4.2,994,2.8M,100000,Free,0,Everyone,Tools,18-05-2018,6.0.0,5.0 and up,2.8M,,
News Dz,SOCIAL,0,3,9.9M,10,Free,0,Everyone,Social,19-07-2017,1,4.0 and up,9.9M,,
My Ooredoo Algeria,TOOLS,4.2,3606,17M,100000,Free,0,Everyone,Tools,24-06-2018,1.22.1,4.4 and up,17M,,
Currency Exchange DZ,FINANCE,0,4,2.5M,1000,Free,0,Everyone,Finance,10-11-2016,1,2.3 and up,2.5M,,
PHARMAGUIDE (DZ),HEALTH_AND_FITNESS,4.1,131,3.4M,5000,Free,0,Everyone,Health & Fitness,01-04-2016,1.06,1.6 and up,3.4M,,
???? ???? ???? DZ,FAMILY,4.2,238,6.8M,10000,Free,0,Everyone,Education,18-11-2016,6.0.0.0,4.1 and up,6.8M,,
DEM DZ,HEALTH_AND_FITNESS,0,2,957k,100,Free,0,Teen,Health & Fitness,13-11-2017,1,2.3.3 and up,957k,,
chat dz,COMMUNICATION,5,8,29M,100,Free,0,Teen,Communication,14-03-2018,1,4.1 and up,29M,,
Devise Dz,FINANCE,4,26,3.6M,1000,Free,0,Everyone,Finance,29-05-2017,1.0.0,4.0 and up,3.6M,,
Ludo Dz,GAME,4.5,17,28M,500,Free,0,Everyone,Board,27-08-2017,1,4.1 and up,28M,,
ONEC DZ,FAMILY,0,40,3.1M,1000,Free,0,Everyone,Education,13-06-2018,4,4.0.3 and up,3.1M,,
Agent HQ for The Division,FAMILY,4.1,1060,2.5M,100000,Free,0,Everyone,Entertainment,17-02-2018,0.35,4.0.3 and up,2.5M,,
DZ Urgences,FAMILY,0,16,1.6M,500,Free,0,Everyone,Education,21-12-2016,2,4.0 and up,1.6M,,
infirmiers,MEDICAL,4.7,125,23M,10000,Free,0,Everyone,Medical,07-06-2018,12,4.0.3 and up,23M,,
DZ sim,TOOLS,4.4,417,15M,10000,Free,0,Everyone,Tools,26-04-2018,3,4.2 and up,15M,,
Tuberculose Dz,MEDICAL,4.9,26,6.1M,1000,Free,0,Everyone,Medical,06-11-2016,1.0.7,4.1 and up,6.1M,,
DZ Fly Algérie Horaire Vols,TRAVEL_AND_LOCAL,3.6,114,10M,10000,Free,0,Everyone,Travel & Local,31-10-2016,2,4.0 and up,10M,,
3G to 4G Converter - Simulator,TOOLS,4.2,268,2.4M,10000,Free,0,Everyone,Tools,21-02-2018,3.0.0,4.1 and up,2.4M,,
dekoreko-dz,SHOPPING,0,16,4.6M,500,Free,0,Everyone,Shopping,03-03-2018,1.0.0,4.0.3 and up,4.6M,,
ChangeDA - Cours du DZD sur le marché parallèle,FINANCE,4.4,188,3.3M,10000,Free,0,Everyone,Finance,28-07-2018,2.5,4.2 and up,3.3M,,
dz press,NEWS_AND_MAGAZINES,0,30,10M,1000,Free,0,Everyone,News & Magazines,30-07-2015,1.8,4.0 and up,10M,,
Tunisian Dinar: Exchange rate,FINANCE,4.5,625,3.8M,10000,Free,0,Everyone,Finance,30-03-2018,2.1,4.0 and up,3.8M,,
love sms good morning,COMMUNICATION,4.2,10,3.1M,5000,Free,0,Everyone,Communication,28-04-2016,1,2.3 and up,3.1M,,
Dz Camera,TOOLS,0,1,33M,10,Free,0,Everyone,Tools,19-11-2017,1,4.3 and up,33M,,
quran-DZ,SOCIAL,0,0,6.2M,10,Free,0,Teen,Social,13-06-2018,1.1,4.2 and up,6.2M,,
DZ Blagues,FAMILY,4.2,580,2.1M,10000,Free,0,Everyone,Entertainment,19-12-2012,1.3,2.1 and up,2.1M,,
EA SPORTS UFC®,SPORTS,4.5,2371338,37M,50000000,Free,0,Teen,Sports,24-07-2017,1.9.3097721,2.3.3 and up,37M,,
NBA LIVE Mobile Basketball,SPORTS,4.4,1690802,58M,50000000,Free,0,Everyone,Sports,21-05-2018,2.3.1,4.0 and up,58M,,
Need for Speed™ No Limits,GAME,4.4,3344300,22M,50000000,Free,0,Everyone 10+,Racing,24-07-2018,2.12.1,4.1 and up,22M,,
Real Racing 3,FAMILY,4.5,354454,71M,10000000,Free,0,Everyone,Racing;Action & Adventure,02-07-2018,6.4.0,4.1 and up,71M,,
EA SPORTS™ FIFA 18 Companion,SPORTS,3.9,282727,63M,10000000,Free,0,Everyone,Sports,07-12-2017,18.0.5.172734,4.4 and up,63M,,
